street_address,location_area,municipality,final_price,price_per_m2,price_change_percent,sold_date,living_area_m2,non_living_area_m2,rooms,plot_area_m2,url
Vitkålsgatan 109,Årsta,Uppsala kommun,6560000,33814.43,6.0,,194.0,7.0,7.0,1028.0,/salda/villa-7rum-arsta-uppsala-kommun-vitkalsgatan-109-6252537607280951673
Brillingevägen 11,Brillinge,Uppsala kommun,7010000,58416.67,9.0,,120.0,105.0,4.0,845.0,/salda/villa-4rum-brillinge-uppsala-kommun-brillingevagen-11-4194478745626947353
Snorrevägen 6,Gamla Uppsala,Uppsala kommun,7650000,67105.26,14.0,,114.0,114.0,5.0,1075.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-snorrevagen-6-1385260897913667627
Åkervägen 7L,Sunnersta,Uppsala kommun,4125000,45833.33,1.0,,90.0,,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-akervagen-7l-627647919920250914
Klarbärsgatan 125,Slavsta,Uppsala kommun,4400000,34108.53,-9.0,,129.0,,4.0,316.0,/salda/villa-4rum-slavsta-uppsala-kommun-klarbarsgatan-125-128023351828231608
Gläntvägen 21B,Bergsbrunna,Uppsala kommun,7020000,43333.33,6.0,,162.0,,6.0,1188.0,/salda/villa-6rum-bergsbrunna-uppsala-kommun-glantvagen-21b-5616018833854797904
Nyckelaxet 25,Bergsbrunna,Uppsala kommun,6675000,36675.82,4.0,,182.0,,8.0,1612.0,/salda/villa-8rum-bergsbrunna-uppsala-kommun-nyckelaxet-25-1317738143441786862
Malma ringväg 39 B,Norby,Uppsala kommun,6050000,35380.12,4.0,,171.0,,6.0,254.4,/salda/villa-6rum-norby-uppsala-kommun-malma-ringvag-39-b-3057233062756592898
Konvaljevägen 22A,Sunnersta,Uppsala kommun,5400000,33750.0,3.0,,160.0,,5.0,1840.0,/salda/villa-5rum-sunnersta-uppsala-kommun-konvaljevagen-22a-7371485487980734989
Herrhagsvägen 223F,Herrhagen,Uppsala kommun,5350000,34967.32,7.0,,153.0,,5.0,466.0,/salda/villa-5rum-herrhagen-uppsala-kommun-herrhagsvagen-223f-3107274983804201245
Hedensbergsvägen 19D,Berthåga,Uppsala kommun,7765000,51766.67,11.0,,150.0,20.0,6.0,774.0,/salda/villa-6rum-berthaga-uppsala-kommun-hedensbergsvagen-19d-1629236132989021972
Rödhakevägen 21,Sunnersta,Uppsala kommun,6700000,64423.08,22.0,,104.0,104.0,6.0,1043.0,/salda/villa-6rum-sunnersta-uppsala-kommun-rodhakevagen-21-5523800816926014067
Nöthårsvägen 26,Nåntuna-Vilan,Uppsala kommun,4000000,51948.05,1.0,,77.0,20.0,3.0,367.0,/salda/villa-3rum-nantuna-vilan-uppsala-kommun-notharsvagen-26-6187443344486158951
Södra Rudbecksgatan 8,Kåbo,Uppsala kommun,20100000,62812.5,-4.0,,320.0,40.0,9.0,1269.0,/salda/villa-9rum-kabo-uppsala-kommun-sodra-rudbecksgatan-8-7402182392685479634
Ingvarsgatan 26,Svartbäcken,Uppsala kommun,8870000,50397.73,11.0,,176.0,96.0,8.0,691.7,/salda/villa-8rum-svartbacken-uppsala-kommun-ingvarsgatan-26-6807312994775126536
Meshattsvägen 4,Sunnersta,Uppsala kommun,6770000,48357.14,0.0,,140.0,88.0,7.0,911.0,/salda/villa-7rum-sunnersta-uppsala-kommun-meshattsvagen-4-22913049425974123
Sunnerstavägen 10A,Sunnersta,Uppsala kommun,5950000,56132.08,32.0,,106.0,104.0,4.0,774.0,/salda/villa-4rum-sunnersta-uppsala-kommun-sunnerstavagen-10a-9029229842612279505
Paprikagatan 10,Årsta,Uppsala kommun,7650000,49675.32,-2.0,,154.0,27.0,6.0,915.0,/salda/villa-6rum-arsta-uppsala-kommun-paprikagatan-10-7872347488750224928
Rabarbergatan 3,Årsta,Uppsala kommun,4850000,37307.69,2.0,,130.0,15.0,5.0,489.0,/salda/villa-5rum-arsta-uppsala-kommun-rabarbergatan-3-8234010891487515206
Varpvägen 2,Nåntuna,Uppsala kommun,6350000,56696.43,-2.0,,112.0,113.0,4.0,838.0,/salda/villa-4rum-nantuna-uppsala-kommun-varpvagen-2-8108602441259483882
Vilanvägen 29,Vilan,Uppsala kommun,4850000,56395.35,21.0,,86.0,63.0,6.0,774.0,/salda/villa-6rum-vilan-uppsala-kommun-vilanvagen-29-8386231910215359639
Nåntuna backe 35,Nåntuna Backe,Uppsala kommun,5850000,37987.01,-1.0,,154.0,10.0,5.0,688.0,/salda/villa-5rum-nantuna-backe-uppsala-kommun-nantuna-backe-35-1285869124712860981
Rapphönsvägen 12A,Sunnersta,Uppsala kommun,7100000,41764.71,13.0,,170.0,,6.0,900.0,/salda/villa-6rum-sunnersta-uppsala-kommun-rapphonsvagen-12a-3254225551926157295
Örbygatan 8,Fålhagen,Uppsala kommun,5975000,76602.56,0.0,,78.0,78.0,,655.5,/salda/villa-78m2-falhagen-uppsala-kommun-orbygatan-8-4706675934205906020
Divisionsgatan 10,Bärby Hage,Uppsala kommun,6375000,72443.18,3.0,,88.0,87.0,7.0,,/salda/villa-7rum-barby-hage-uppsala-kommun-divisionsgatan-10-1986916340068500041
Statarvägen 3,Norby,Uppsala kommun,7150000,59583.33,24.0,,120.0,120.0,5.0,741.0,/salda/villa-5rum-norby-uppsala-kommun-statarvagen-3-8923079577673784158
Hangargatan 3,Bärby Hage,Uppsala kommun,6400000,56637.17,8.0,,113.0,110.0,6.0,802.0,/salda/villa-6rum-barby-hage-uppsala-kommun-hangargatan-3-1158738100243323635
Tegelgatan 43,Uppsala,Uppsala kommun,6475000,95220.59,0.0,,68.0,64.0,5.0,432.1,/salda/villa-5rum-uppsala-uppsala-kommun-tegelgatan-43-67023657423424907
Hedensbergsvägen 15B,Berthåga,Uppsala kommun,7300000,54887.22,4.0,,133.0,57.0,6.0,722.4,/salda/villa-6rum-berthaga-uppsala-kommun-hedensbergsvagen-15b-7451823311945487445
Rälsvägen 16,Sunnersta,Uppsala kommun,7300000,52898.55,4.0,,138.0,194.0,7.0,1006.2,/salda/villa-7rum-sunnersta-uppsala-kommun-ralsvagen-16-5710526159797642390
Bergsbrunna Villaväg 37 B,Bergsbrunna,Uppsala kommun,3995000,32745.9,-11.0,,122.0,41.0,4.0,1043.0,/salda/villa-4rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-37-b-7654992937698238253
Stackvägen 18,Valsätra,Uppsala kommun,6100000,58095.24,2.0,,105.0,99.0,7.0,470.3,/salda/villa-7rum-valsatra-uppsala-kommun-stackvagen-18-7075745261494543371
Bergsbrunna villaväg 58,Bergsbrunna,Uppsala kommun,2900000,29000.0,45.0,,100.0,,4.0,1333.0,/salda/villa-4rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-58-5816482264084594885
Ynglingagatan 16,Svartbäcken,Uppsala kommun,5550000,80434.78,12.0,,69.0,69.0,5.0,700.0,/salda/villa-5rum-svartbacken-uppsala-kommun-ynglingagatan-16-1503558498067914165
Nämndemansvägen 42,Nåntuna/Vilan,Uppsala kommun,6050000,36227.54,14.0,,167.0,,5.0,641.0,/salda/villa-5rum-nantuna-vilan-uppsala-kommun-namndemansvagen-42-6740687661296920876
Furudalsvägen 11,Berthåga,Uppsala kommun,8995000,51695.4,-10.0,,174.0,117.0,7.0,1796.0,/salda/villa-7rum-berthaga-uppsala-kommun-furudalsvagen-11-1892663867428700523
Lövsångarvägen 10,Sunnersta,Uppsala kommun,6295000,51178.86,0.0,,123.0,123.0,,1001.0,/salda/villa-123m2-sunnersta-uppsala-kommun-lovsangarvagen-10-4490538542596235836
Korsstygnsvägen 6,Nåntuna,Uppsala kommun,5100000,40476.19,11.0,,126.0,35.0,4.0,394.0,/salda/villa-4rum-nantuna-uppsala-kommun-korsstygnsvagen-6-2432385904619496616
Konsumvägen 43B,Norby,Uppsala kommun,8450000,66015.62,24.0,,128.0,126.0,5.0,798.0,/salda/villa-5rum-norby-uppsala-kommun-konsumvagen-43b-2200584447344908675
Skogsbergsvägen 2,Eriksberg,Uppsala kommun,8500000,48022.6,-1.0,,177.0,,5.0,843.0,/salda/villa-5rum-eriksberg-uppsala-kommun-skogsbergsvagen-2-527508920890321306
Fylkingsvägen 1,Gamla Uppsala,Uppsala kommun,7750000,42582.42,3.0,,182.0,90.0,6.0,986.0,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-fylkingsvagen-1-8132357621188876304
Kiselvägen 2,Herrhagen,Uppsala kommun,3990000,38365.38,-5.0,,104.0,7.0,4.5,315.0,"/salda/villa-4,5rum-herrhagen-uppsala-kommun-kiselvagen-2-4388009850650644018"
Kålrotsgatan 9,Årsta,Uppsala kommun,6000000,53571.43,9.0,,112.0,112.0,5.0,973.0,/salda/villa-5rum-arsta-uppsala-kommun-kalrotsgatan-9-626672719620297320
Sävja vråkväg 12,Bergsbrunna,Uppsala kommun,5725000,36234.18,4.0,,158.0,80.0,7.0,938.0,/salda/villa-7rum-bergsbrunna-uppsala-kommun-savja-vrakvag-12-6500908779135187905
Eksätravägen 37,Södra Gottsunda,Uppsala kommun,5900000,34911.24,-2.0,,169.0,,7.0,445.0,/salda/villa-7rum-sodra-gottsunda-uppsala-kommun-eksatravagen-37-6613852378016818
Doppingvägen 8A,Sunnersta,Uppsala kommun,6750000,42721.52,-3.0,,158.0,,6.0,534.0,/salda/villa-6rum-sunnersta-uppsala-kommun-doppingvagen-8a-7413745950882667307
Krusbärsgatan 6,Årsta,Uppsala kommun,5475000,50229.36,0.0,,109.0,109.0,5.0,405.9,/salda/villa-5rum-arsta-uppsala-kommun-krusbarsgatan-6-6052047175032735034
Herrhagens byväg 33,Herrhagen,Uppsala kommun,3490000,32314.81,0.0,,108.0,,4.0,221.0,/salda/villa-4rum-herrhagen-uppsala-kommun-herrhagens-byvag-33-256768923025647643
Flottörgatan 12,Bärby Hage,Uppsala kommun,5200000,62650.6,5.0,,83.0,83.0,4.0,602.0,/salda/villa-4rum-barby-hage-uppsala-kommun-flottorgatan-12-7297209191029163473
Pilfinksvägen 3,Sunnersta,Uppsala kommun,4900000,25520.83,9.0,,192.0,,6.0,848.0,/salda/villa-6rum-sunnersta-uppsala-kommun-pilfinksvagen-3-5738584763806312103
Varpvägen 19,Nåntuna,Uppsala kommun,5535000,33750.0,5.0,,164.0,97.0,5.0,1052.0,/salda/villa-5rum-nantuna-uppsala-kommun-varpvagen-19-8521624770959718453
Svankärrsvägen 1A,Graneberg,Uppsala kommun,7100000,50714.29,2.0,,140.0,27.0,6.0,915.0,/salda/villa-6rum-graneberg-uppsala-kommun-svankarrsvagen-1a-2727642326845781474
Blåmesvägen 4B,Sunnersta,Uppsala kommun,7400000,47741.94,6.0,,155.0,150.0,9.0,1098.0,/salda/villa-9rum-sunnersta-uppsala-kommun-blamesvagen-4b-1324663161658850700
Sömnadsvägen 12,Nåntuna,Uppsala kommun,4900000,31818.18,-2.0,,154.0,,5.0,428.0,/salda/villa-5rum-nantuna-uppsala-kommun-somnadsvagen-12-5858049794574108432
Flygargatan 13,Bärby Hage,Uppsala kommun,5120000,54468.09,9.0,,94.0,91.0,4.0,830.0,/salda/villa-4rum-barby-hage-uppsala-kommun-flygargatan-13-5401287362077563556
Stenkilsgatan 10,Svartbäcken,Uppsala kommun,6500000,59090.91,9.0,,110.0,54.0,5.0,506.0,/salda/villa-5rum-svartbacken-uppsala-kommun-stenkilsgatan-10-8521034243705312615
Pimpstensvägen 38,Herrhagen,Uppsala kommun,5850000,38235.29,15.0,,153.0,,5.0,540.0,/salda/villa-5rum-herrhagen-uppsala-kommun-pimpstensvagen-38-4753806947862554976
Tingshögsgatan 20,Svartbäcken,Uppsala kommun,6300000,68478.26,,,92.0,59.0,5.0,569.5,/salda/villa-5rum-svartbacken-uppsala-kommun-tingshogsgatan-20-3292676457262545153
Sandavägen 15,Sunnersta,Uppsala kommun,7900000,42702.7,0.0,,185.0,96.0,8.0,1717.0,/salda/villa-8rum-sunnersta-uppsala-kommun-sandavagen-15-1297826383043540691
Bruksvägen 26,Eriksberg,Uppsala kommun,9900000,66442.95,-1.0,,149.0,42.0,6.0,1297.0,/salda/villa-6rum-eriksberg-uppsala-kommun-bruksvagen-26-679074652809306792
Skogsvägen 45,Bergsbrunna,Uppsala kommun,4050000,21774.19,4.0,,186.0,,6.0,1390.0,/salda/villa-6rum-bergsbrunna-uppsala-kommun-skogsvagen-45-1995403387000408083
Sunnerstavägen 35,Sunnersta,Uppsala kommun,5625000,48913.04,6.0,,115.0,95.0,,826.6,/salda/villa-115m2-sunnersta-uppsala-kommun-sunnerstavagen-35-4069704272517229184
Kristinastigen 26,Bergsbrunna,Uppsala kommun,2500000,21008.4,-50.0,,119.0,,4.0,749.0,/salda/villa-4rum-bergsbrunna-uppsala-kommun-kristinastigen-26-5282013998350678906
Senapsgatan 10A,Årsta,Uppsala kommun,5250000,63253.01,6.0,,83.0,83.0,6.0,836.0,/salda/villa-6rum-arsta-uppsala-kommun-senapsgatan-10a-7974527005681288129
Hildvägen 20B,Gamla Uppsala,Uppsala kommun,6475000,46250.0,0.0,,140.0,54.0,6.0,700.0,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-hildvagen-20b-3256135146706783736
Rödhakevägen 33,Sunnersta,Uppsala kommun,7300000,51408.45,3.0,,142.0,101.0,6.0,1239.0,/salda/villa-6rum-sunnersta-uppsala-kommun-rodhakevagen-33-56757046506187889
Herrhagens byväg 65,Herrhagen,Uppsala kommun,3175000,29398.15,-9.0,,108.0,,4.0,236.0,/salda/villa-4rum-herrhagen-uppsala-kommun-herrhagens-byvag-65-3111485270538520272
Sunnerstavägen 42B,Sunnersta,Uppsala kommun,7350000,42982.46,-2.0,,171.0,82.0,8.0,1109.0,/salda/villa-8rum-sunnersta-uppsala-kommun-sunnerstavagen-42b-8102399107150290962
Jägarvägen 2B,Graneberg,Uppsala kommun,7480000,39368.42,-2.0,,190.0,20.0,5.0,1009.0,/salda/villa-5rum-graneberg-uppsala-kommun-jagarvagen-2b-8415853773248281430
Tunagatan 58B,Bärby Hage,Uppsala kommun,5900000,43382.35,-1.0,,136.0,11.0,5.0,570.0,/salda/villa-5rum-barby-hage-uppsala-kommun-tunagatan-58b-8755455519522530608
Frejs väg 7A,Gamla Uppsala,Uppsala kommun,10300000,49047.62,-6.0,,210.0,72.0,7.0,1137.0,/salda/villa-7rum-gamla-uppsala-uppsala-kommun-frejs-vag-7a-6501029002682030701
Smedsbylegatan 27,Fålhagen,Uppsala kommun,7000000,80459.77,0.0,,87.0,68.0,6.0,556.0,/salda/villa-6rum-falhagen-uppsala-kommun-smedsbylegatan-27-5197085859597051707
Norbyvägen 105B,Norby,Uppsala kommun,4695000,41919.64,0.0,,112.0,50.0,5.0,746.0,/salda/villa-5rum-norby-uppsala-kommun-norbyvagen-105b-2625993802097900480
Bergagatan 51,Uppsala,Uppsala kommun,6200000,75609.76,-4.0,,82.0,68.0,5.0,529.0,/salda/villa-5rum-kabo-uppsala-kommun-bergagatan-51-5961589464937007760
Storskogsvägen 11,Norby,Uppsala kommun,7800000,44827.59,20.0,,174.0,32.0,6.0,1281.1,/salda/villa-6rum-norby-uppsala-kommun-storskogsvagen-11-1694070808774413279
Ölandsresan 85,Sävja,Uppsala kommun,3850000,30555.56,7.0,,126.0,,5.0,239.0,/salda/villa-5rum-savja-uppsala-kommun-olandsresan-85-4769577441001527126
Champinjonvägen 23,Norby,Uppsala kommun,3800000,25675.68,-5.0,,148.0,3.0,4.0,1262.3,/salda/villa-4rum-norby-uppsala-kommun-champinjonvagen-23-2755397119241557206
Morkullevägen 35,Sunnersta,Uppsala kommun,5700000,33529.41,4.0,,170.0,18.0,6.0,946.0,/salda/villa-6rum-sunnersta-uppsala-kommun-morkullevagen-35-6426165319202957986
Skogsvägen 22,Bergsbrunna,Uppsala kommun,4925000,40368.85,1.0,,122.0,121.0,6.0,1274.0,/salda/villa-6rum-bergsbrunna-uppsala-kommun-skogsvagen-22-4239715107669065593
Västra Järnvägsgatan 21B,Svartbäcken,Uppsala kommun,5500000,21072.8,11.0,,261.0,,8.0,702.0,/salda/villa-8rum-svartbacken-uppsala-kommun-vastra-jarnvagsgatan-21b-4497764851055536027
Tegelgatan 40,Uppsala,Uppsala kommun,6075000,94921.88,3.0,,64.0,90.0,,391.2,/salda/villa-64m2-uppsala-uppsala-kommun-tegelgatan-40-5592460792818727307
Mälarvägen 27,Sunnersta/Graneberg,Uppsala kommun,6660000,44697.99,-4.0,,149.0,78.0,5.0,1637.0,/salda/villa-5rum-sunnersta-graneberg-uppsala-kommun-malarvagen-27-1464812269725300272
Jägarvägen 14,Sunnersta,Uppsala kommun,7655000,45838.32,-2.0,,167.0,58.0,6.0,1050.0,/salda/villa-6rum-sunnersta-uppsala-kommun-jagarvagen-14-4777832416176522585
Källbovägen 9A,Gamla Gottsunda,Uppsala kommun,6420000,54871.79,29.0,,117.0,117.0,,985.4,/salda/villa-117m2-gamla-gottsunda-uppsala-kommun-kallbovagen-9a-8638176469290068289
Pilotgatan 13,Bärby Hage,Uppsala kommun,4880000,45185.19,-2.0,,108.0,108.0,5.0,857.0,/salda/villa-5rum-barby-hage-uppsala-kommun-pilotgatan-13-7705265418561553116
Vikingagatan 8,Svartbäcken,Uppsala kommun,7000000,73684.21,-18.0,,95.0,56.0,4.0,453.0,/salda/villa-4rum-svartbacken-uppsala-kommun-vikingagatan-8-3164828644675579899
Kvarnbogatan 21,Kungsgärdet,Uppsala kommun,5625000,85227.27,13.0,,66.0,64.0,5.0,446.3,/salda/villa-5rum-kungsgardet-uppsala-kommun-kvarnbogatan-21-847656319490254926
Hällvägen 12,Bergsbrunna,Uppsala kommun,5700000,44881.89,-2.0,,127.0,49.0,5.0,1428.0,/salda/villa-5rum-bergsbrunna-uppsala-kommun-hallvagen-12-5110962584942687321
Rödbetsgatan 6,Årsta,Uppsala kommun,5170000,49711.54,8.0,,104.0,132.0,5.0,880.0,/salda/villa-5rum-arsta-uppsala-kommun-rodbetsgatan-6-2381589879385180388
Herrhagens byväg 66,Herrhagen,Uppsala kommun,8200000,40594.06,3.0,,202.0,,6.0,2047.0,/salda/villa-6rum-herrhagen-uppsala-kommun-herrhagens-byvag-66-1564627870047896232
Talgoxvägen 17,Sunnersta,Uppsala kommun,6287500,54673.91,6.0,,115.0,128.0,6.0,880.0,/salda/villa-6rum-sunnersta-uppsala-kommun-talgoxvagen-17-6058541320508912247
